jis_prefecture_code,jis_prefecture_code_no_cd,prifecture_kanji,city_kanji,prifecture_kana_hankaku,city_kana_hankaku,prefecture_kana_zenkaku,city_kana_zenkaku,is_designated,is_designated_figure
010006,01000,北海道,,ﾎｯｶｲﾄﾞｳ,,ホッカイドウ,,false,0
011002,01100,北海道,札幌市,ﾎｯｶｲﾄﾞｳ,ｻｯﾎﾟﾛｼ,ホッカイドウ,サッポロシ,true,1
012025,01202,北海道,函館市,ﾎｯｶｲﾄﾞｳ,ﾊｺﾀﾞﾃｼ,ホッカイドウ,ハコダテシ,false,0
012033,01203,北海道,小樽市,ﾎｯｶｲﾄﾞｳ,ｵﾀﾙｼ,ホッカイドウ,オタルシ,false,0
012041,01204,北海道,旭川市,ﾎｯｶｲﾄﾞｳ,ｱｻﾋｶﾜｼ,ホッカイドウ,アサヒカワシ,false,0
012050,01205,北海道,室蘭市,ﾎｯｶｲﾄﾞｳ,ﾑﾛﾗﾝｼ,ホッカイドウ,ムロランシ,false,0
012068,01206,北海道,釧路市,ﾎｯｶｲﾄﾞｳ,ｸｼﾛｼ,ホッカイドウ,クシロシ,false,0
012076,01207,北海道,帯広市,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,ホッカイドウ,オビヒロシ,false,0
012084,01208,北海道,北見市,ﾎｯｶｲﾄﾞｳ,ｷﾀﾐｼ,ホッカイドウ,キタミシ,false,0
012092,01209,北海道,夕張市,ﾎｯｶｲﾄﾞｳ,ﾕｳﾊﾞﾘｼ,ホッカイドウ,ユウバリシ,false,0
012106,01210,北海道,岩見沢市,ﾎｯｶｲﾄﾞｳ,ｲﾜﾐｻﾞﾜｼ,ホッカイドウ,イワミザワシ,false,0
012114,01211,北海道,網走市,ﾎｯｶｲﾄﾞｳ,ｱﾊﾞｼﾘｼ,ホッカイドウ,アバシリシ,false,0
012122,01212,北海道,留萌市,ﾎｯｶｲﾄﾞｳ,ﾙﾓｲｼ,ホッカイドウ,ルモイシ,false,0
012131,01213,北海道,苫小牧市,ﾎｯｶｲﾄﾞｳ,ﾄﾏｺﾏｲｼ,ホッカイドウ,トマコマイシ,false,0
012149,01214,北海道,稚内市,ﾎｯｶｲﾄﾞｳ,ﾜｯｶﾅｲｼ,ホッカイドウ,ワッカナイシ,false,0
012157,01215,北海道,美唄市,ﾎｯｶｲﾄﾞｳ,ﾋﾞﾊﾞｲｼ,ホッカイドウ,ビバイシ,false,0
012165,01216,北海道,芦別市,ﾎｯｶｲﾄﾞｳ,ｱｼﾍﾞﾂｼ,ホッカイドウ,アシベツシ,false,0
012173,01217,北海道,江別市,ﾎｯｶｲﾄﾞｳ,ｴﾍﾞﾂｼ,ホッカイドウ,エベツシ,false,0
012181,01218,北海道,赤平市,ﾎｯｶｲﾄﾞｳ,ｱｶﾋﾞﾗｼ,ホッカイドウ,アカビラシ,false,0
012190,01219,北海道,紋別市,ﾎｯｶｲﾄﾞｳ,ﾓﾝﾍﾞﾂｼ,ホッカイドウ,モンベツシ,false,0
012203,01220,北海道,士別市,ﾎｯｶｲﾄﾞｳ,ｼﾍﾞﾂｼ,ホッカイドウ,シベツシ,false,0
012211,01221,北海道,名寄市,ﾎｯｶｲﾄﾞｳ,ﾅﾖﾛｼ,ホッカイドウ,ナヨロシ,false,0
012220,01222,北海道,三笠市,ﾎｯｶｲﾄﾞｳ,ﾐｶｻｼ,ホッカイドウ,ミカサシ,false,0
012238,01223,北海道,根室市,ﾎｯｶｲﾄﾞｳ,ﾈﾑﾛｼ,ホッカイドウ,ネムロシ,false,0
012246,01224,北海道,千歳市,ﾎｯｶｲﾄﾞｳ,ﾁﾄｾｼ,ホッカイドウ,チトセシ,false,0
012254,01225,北海道,滝川市,ﾎｯｶｲﾄﾞｳ,ﾀｷｶﾜｼ,ホッカイドウ,タキカワシ,false,0
012262,01226,北海道,砂川市,ﾎｯｶｲﾄﾞｳ,ｽﾅｶﾞﾜｼ,ホッカイドウ,スナガワシ,false,0
012271,01227,北海道,歌志内市,ﾎｯｶｲﾄﾞｳ,ｳﾀｼﾅｲｼ,ホッカイドウ,ウタシナイシ,false,0
012289,01228,北海道,深川市,ﾎｯｶｲﾄﾞｳ,ﾌｶｶﾞﾜｼ,ホッカイドウ,フカガワシ,false,0
012297,01229,北海道,富良野市,ﾎｯｶｲﾄﾞｳ,ﾌﾗﾉｼ,ホッカイドウ,フラノシ,false,0
012301,01230,北海道,登別市,ﾎｯｶｲﾄﾞｳ,ﾉﾎﾞﾘﾍﾞﾂｼ,ホッカイドウ,ノボリベツシ,false,0
012319,01231,北海道,恵庭市,ﾎｯｶｲﾄﾞｳ,ｴﾆﾜｼ,ホッカイドウ,エニワシ,false,0
012335,01233,北海道,伊達市,ﾎｯｶｲﾄﾞｳ,ﾀﾞﾃｼ,ホッカイドウ,ダテシ,false,0
012343,01234,北海道,北広島市,ﾎｯｶｲﾄﾞｳ,ｷﾀﾋﾛｼﾏｼ,ホッカイドウ,キタヒロシマシ,false,0
012351,01235,北海道,石狩市,ﾎｯｶｲﾄﾞｳ,ｲｼｶﾘｼ,ホッカイドウ,イシカリシ,false,0
012360,01236,北海道,北斗市,ﾎｯｶｲﾄﾞｳ,ﾎｸﾄｼ,ホッカイドウ,ホクトシ,false,0
013030,01303,北海道,当別町,ﾎｯｶｲﾄﾞｳ,ﾄｳﾍﾞﾂﾁｮｳ,ホッカイドウ,トウベツチョウ,false,0
013048,01304,北海道,新篠津村,ﾎｯｶｲﾄﾞｳ,ｼﾝｼﾉﾂﾑﾗ,ホッカイドウ,シンシノツムラ,false,0
013315,01331,北海道,松前町,ﾎｯｶｲﾄﾞｳ,ﾏﾂﾏｴﾁｮｳ,ホッカイドウ,マツマエチョウ,false,0
013323,01332,北海道,福島町,ﾎｯｶｲﾄﾞｳ,ﾌｸｼﾏﾁｮｳ,ホッカイドウ,フクシマチョウ,false,0
013331,01333,北海道,知内町,ﾎｯｶｲﾄﾞｳ,ｼﾘｳﾁﾁｮｳ,ホッカイドウ,シリウチチョウ,false,0
013340,01334,北海道,木古内町,ﾎｯｶｲﾄﾞｳ,ｷｺﾅｲﾁｮｳ,ホッカイドウ,キコナイチョウ,false,0
013374,01337,北海道,七飯町,ﾎｯｶｲﾄﾞｳ,ﾅﾅｴﾁｮｳ,ホッカイドウ,ナナエチョウ,false,0
013439,01343,北海道,鹿部町,ﾎｯｶｲﾄﾞｳ,ｼｶﾍﾞﾁｮｳ,ホッカイドウ,シカベチョウ,false,0
013455,01345,北海道,森町,ﾎｯｶｲﾄﾞｳ,ﾓﾘﾏﾁ,ホッカイドウ,モリマチ,false,0
013463,01346,北海道,八雲町,ﾎｯｶｲﾄﾞｳ,ﾔｸﾓﾁｮｳ,ホッカイドウ,ヤクモチョウ,false,0
013471,01347,北海道,長万部町,ﾎｯｶｲﾄﾞｳ,ｵｼｬﾏﾝﾍﾞﾁｮｳ,ホッカイドウ,オシャマンベチョウ,false,0
013617,01361,北海道,江差町,ﾎｯｶｲﾄﾞｳ,ｴｻｼﾁｮｳ,ホッカイドウ,エサシチョウ,false,0
013625,01362,北海道,上ノ国町,ﾎｯｶｲﾄﾞｳ,ｶﾐﾉｸﾆﾁｮｳ,ホッカイドウ,カミノクニチョウ,false,0
013633,01363,北海道,厚沢部町,ﾎｯｶｲﾄﾞｳ,ｱｯｻﾌﾞﾁｮｳ,ホッカイドウ,アッサブチョウ,false,0
013641,01364,北海道,乙部町,ﾎｯｶｲﾄﾞｳ,ｵﾄﾍﾞﾁｮｳ,ホッカイドウ,オトベチョウ,false,0
013676,01367,北海道,奥尻町,ﾎｯｶｲﾄﾞｳ,ｵｸｼﾘﾁｮｳ,ホッカイドウ,オクシリチョウ,false,0
013706,01370,北海道,今金町,ﾎｯｶｲﾄﾞｳ,ｲﾏｶﾈﾁｮｳ,ホッカイドウ,イマカネチョウ,false,0
013714,01371,北海道,せたな町,ﾎｯｶｲﾄﾞｳ,ｾﾀﾅﾁｮｳ,ホッカイドウ,セタナチョウ,false,0
013919,01391,北海道,島牧村,ﾎｯｶｲﾄﾞｳ,ｼﾏﾏｷﾑﾗ,ホッカイドウ,シママキムラ,false,0
013927,01392,北海道,寿都町,ﾎｯｶｲﾄﾞｳ,ｽｯﾂﾁｮｳ,ホッカイドウ,スッツチョウ,false,0
013935,01393,北海道,黒松内町,ﾎｯｶｲﾄﾞｳ,ｸﾛﾏﾂﾅｲﾁｮｳ,ホッカイドウ,クロマツナイチョウ,false,0
013943,01394,北海道,蘭越町,ﾎｯｶｲﾄﾞｳ,ﾗﾝｺｼﾁｮｳ,ホッカイドウ,ランコシチョウ,false,0
013951,01395,北海道,ニセコ町,ﾎｯｶｲﾄﾞｳ,ﾆｾｺﾁｮｳ,ホッカイドウ,ニセコチョウ,false,0
013960,01396,北海道,真狩村,ﾎｯｶｲﾄﾞｳ,ﾏｯｶﾘﾑﾗ,ホッカイドウ,マッカリムラ,false,0
013978,01397,北海道,留寿都村,ﾎｯｶｲﾄﾞｳ,ﾙｽﾂﾑﾗ,ホッカイドウ,ルスツムラ,false,0
013986,01398,北海道,喜茂別町,ﾎｯｶｲﾄﾞｳ,ｷﾓﾍﾞﾂﾁｮｳ,ホッカイドウ,キモベツチョウ,false,0
013994,01399,北海道,京極町,ﾎｯｶｲﾄﾞｳ,ｷｮｳｺﾞｸﾁｮｳ,ホッカイドウ,キョウゴクチョウ,false,0
014001,01400,北海道,倶知安町,ﾎｯｶｲﾄﾞｳ,ｸｯﾁｬﾝﾁｮｳ,ホッカイドウ,クッチャンチョウ,false,0
014010,01401,北海道,共和町,ﾎｯｶｲﾄﾞｳ,ｷｮｳﾜﾁｮｳ,ホッカイドウ,キョウワチョウ,false,0
014028,01402,北海道,岩内町,ﾎｯｶｲﾄﾞｳ,ｲﾜﾅｲﾁｮｳ,ホッカイドウ,イワナイチョウ,false,0
014036,01403,北海道,泊村,ﾎｯｶｲﾄﾞｳ,ﾄﾏﾘﾑﾗ,ホッカイドウ,トマリムラ,false,0
014044,01404,北海道,神恵内村,ﾎｯｶｲﾄﾞｳ,ｶﾓｴﾅｲﾑﾗ,ホッカイドウ,カモエナイムラ,false,0
014052,01405,北海道,積丹町,ﾎｯｶｲﾄﾞｳ,ｼｬｺﾀﾝﾁｮｳ,ホッカイドウ,シャコタンチョウ,false,0
014061,01406,北海道,古平町,ﾎｯｶｲﾄﾞｳ,ﾌﾙﾋﾞﾗﾁｮｳ,ホッカイドウ,フルビラチョウ,false,0
014079,01407,北海道,仁木町,ﾎｯｶｲﾄﾞｳ,ﾆｷﾁｮｳ,ホッカイドウ,ニキチョウ,false,0
014087,01408,北海道,余市町,ﾎｯｶｲﾄﾞｳ,ﾖｲﾁﾁｮｳ,ホッカイドウ,ヨイチチョウ,false,0
014095,01409,北海道,赤井川村,ﾎｯｶｲﾄﾞｳ,ｱｶｲｶﾞﾜﾑﾗ,ホッカイドウ,アカイガワムラ,false,0
014231,01423,北海道,南幌町,ﾎｯｶｲﾄﾞｳ,ﾅﾝﾎﾟﾛﾁｮｳ,ホッカイドウ,ナンポロチョウ,false,0
014249,01424,北海道,奈井江町,ﾎｯｶｲﾄﾞｳ,ﾅｲｴﾁｮｳ,ホッカイドウ,ナイエチョウ,false,0
014257,01425,北海道,上砂川町,ﾎｯｶｲﾄﾞｳ,ｶﾐｽﾅｶﾞﾜﾁｮｳ,ホッカイドウ,カミスナガワチョウ,false,0
014273,01427,北海道,由仁町,ﾎｯｶｲﾄﾞｳ,ﾕﾆﾁｮｳ,ホッカイドウ,ユニチョウ,false,0
014281,01428,北海道,長沼町,ﾎｯｶｲﾄﾞｳ,ﾅｶﾞﾇﾏﾁｮｳ,ホッカイドウ,ナガヌマチョウ,false,0
014290,01429,北海道,栗山町,ﾎｯｶｲﾄﾞｳ,ｸﾘﾔﾏﾁｮｳ,ホッカイドウ,クリヤマチョウ,false,0
014303,01430,北海道,月形町,ﾎｯｶｲﾄﾞｳ,ﾂｷｶﾞﾀﾁｮｳ,ホッカイドウ,ツキガタチョウ,false,0
014311,01431,北海道,浦臼町,ﾎｯｶｲﾄﾞｳ,ｳﾗｳｽﾁｮｳ,ホッカイドウ,ウラウスチョウ,false,0
014320,01432,北海道,新十津川町,ﾎｯｶｲﾄﾞｳ,ｼﾝﾄﾂｶﾜﾁｮｳ,ホッカイドウ,シントツカワチョウ,false,0
014338,01433,北海道,妹背牛町,ﾎｯｶｲﾄﾞｳ,ﾓｾｳｼﾁｮｳ,ホッカイドウ,モセウシチョウ,false,0
014346,01434,北海道,秩父別町,ﾎｯｶｲﾄﾞｳ,ﾁｯﾌﾟﾍﾞﾂﾁｮｳ,ホッカイドウ,チップベツチョウ,false,0
014362,01436,北海道,雨竜町,ﾎｯｶｲﾄﾞｳ,ｳﾘｭｳﾁｮｳ,ホッカイドウ,ウリュウチョウ,false,0
014371,01437,北海道,北竜町,ﾎｯｶｲﾄﾞｳ,ﾎｸﾘｭｳﾁｮｳ,ホッカイドウ,ホクリュウチョウ,false,0
014389,01438,北海道,沼田町,ﾎｯｶｲﾄﾞｳ,ﾇﾏﾀﾁｮｳ,ホッカイドウ,ヌマタチョウ,false,0
014524,01452,北海道,鷹栖町,ﾎｯｶｲﾄﾞｳ,ﾀｶｽﾁｮｳ,ホッカイドウ,タカスチョウ,false,0
014532,01453,北海道,東神楽町,ﾎｯｶｲﾄﾞｳ,ﾋｶﾞｼｶｸﾞﾗﾁｮｳ,ホッカイドウ,ヒガシカグラチョウ,false,0
014541,01454,北海道,当麻町,ﾎｯｶｲﾄﾞｳ,ﾄｳﾏﾁｮｳ,ホッカイドウ,トウマチョウ,false,0
014559,01455,北海道,比布町,ﾎｯｶｲﾄﾞｳ,ﾋﾟｯﾌﾟﾁｮｳ,ホッカイドウ,ピップチョウ,false,0
014567,01456,北海道,愛別町,ﾎｯｶｲﾄﾞｳ,ｱｲﾍﾞﾂﾁｮｳ,ホッカイドウ,アイベツチョウ,false,0
014575,01457,北海道,上川町,ﾎｯｶｲﾄﾞｳ,ｶﾐｶﾜﾁｮｳ,ホッカイドウ,カミカワチョウ,false,0
014583,01458,北海道,東川町,ﾎｯｶｲﾄﾞｳ,ﾋｶﾞｼｶﾜﾁｮｳ,ホッカイドウ,ヒガシカワチョウ,false,0
014591,01459,北海道,美瑛町,ﾎｯｶｲﾄﾞｳ,ﾋﾞｴｲﾁｮｳ,ホッカイドウ,ビエイチョウ,false,0
014605,01460,北海道,上富良野町,ﾎｯｶｲﾄﾞｳ,ｶﾐﾌﾗﾉﾁｮｳ,ホッカイドウ,カミフラノチョウ,false,0
014613,01461,北海道,中富良野町,ﾎｯｶｲﾄﾞｳ,ﾅｶﾌﾗﾉﾁｮｳ,ホッカイドウ,ナカフラノチョウ,false,0
014621,01462,北海道,南富良野町,ﾎｯｶｲﾄﾞｳ,ﾐﾅﾐﾌﾗﾉﾁｮｳ,ホッカイドウ,ミナミフラノチョウ,false,0
014630,01463,北海道,占冠村,ﾎｯｶｲﾄﾞｳ,ｼﾑｶｯﾌﾟﾑﾗ,ホッカイドウ,シムカップムラ,false,0
014648,01464,北海道,和寒町,ﾎｯｶｲﾄﾞｳ,ﾜｯｻﾑﾁｮｳ,ホッカイドウ,ワッサムチョウ,false,0
014656,01465,北海道,剣淵町,ﾎｯｶｲﾄﾞｳ,ｹﾝﾌﾞﾁﾁｮｳ,ホッカイドウ,ケンブチチョウ,false,0
014681,01468,北海道,下川町,ﾎｯｶｲﾄﾞｳ,ｼﾓｶﾜﾁｮｳ,ホッカイドウ,シモカワチョウ,false,0
014699,01469,北海道,美深町,ﾎｯｶｲﾄﾞｳ,ﾋﾞﾌｶﾁｮｳ,ホッカイドウ,ビフカチョウ,false,0
014702,01470,北海道,音威子府村,ﾎｯｶｲﾄﾞｳ,ｵﾄｲﾈｯﾌﾟﾑﾗ,ホッカイドウ,オトイネップムラ,false,0
014711,01471,北海道,中川町,ﾎｯｶｲﾄﾞｳ,ﾅｶｶﾞﾜﾁｮｳ,ホッカイドウ,ナカガワチョウ,false,0
014729,01472,北海道,幌加内町,ﾎｯｶｲﾄﾞｳ,ﾎﾛｶﾅｲﾁｮｳ,ホッカイドウ,ホロカナイチョウ,false,0
014818,01481,北海道,増毛町,ﾎｯｶｲﾄﾞｳ,ﾏｼｹﾁｮｳ,ホッカイドウ,マシケチョウ,false,0
014826,01482,北海道,小平町,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾗﾁｮｳ,ホッカイドウ,オビラチョウ,false,0
014834,01483,北海道,苫前町,ﾎｯｶｲﾄﾞｳ,ﾄﾏﾏｴﾁｮｳ,ホッカイドウ,トママエチョウ,false,0
014842,01484,北海道,羽幌町,ﾎｯｶｲﾄﾞｳ,ﾊﾎﾞﾛﾁｮｳ,ホッカイドウ,ハボロチョウ,false,0
014851,01485,北海道,初山別村,ﾎｯｶｲﾄﾞｳ,ｼｮｻﾝﾍﾞﾂﾑﾗ,ホッカイドウ,ショサンベツムラ,false,0
014869,01486,北海道,遠別町,ﾎｯｶｲﾄﾞｳ,ｴﾝﾍﾞﾂﾁｮｳ,ホッカイドウ,エンベツチョウ,false,0
014877,01487,北海道,天塩町,ﾎｯｶｲﾄﾞｳ,ﾃｼｵﾁｮｳ,ホッカイドウ,テシオチョウ,false,0
015113,01511,北海道,猿払村,ﾎｯｶｲﾄﾞｳ,ｻﾙﾌﾂﾑﾗ,ホッカイドウ,サルフツムラ,false,0
015121,01512,北海道,浜頓別町,ﾎｯｶｲﾄﾞｳ,ﾊﾏﾄﾝﾍﾞﾂﾁｮｳ,ホッカイドウ,ハマトンベツチョウ,false,0
015130,01513,北海道,中頓別町,ﾎｯｶｲﾄﾞｳ,ﾅｶﾄﾝﾍﾞﾂﾁｮｳ,ホッカイドウ,ナカトンベツチョウ,false,0
015148,01514,北海道,枝幸町,ﾎｯｶｲﾄﾞｳ,ｴｻｼﾁｮｳ,ホッカイドウ,エサシチョウ,false,0
015164,01516,北海道,豊富町,ﾎｯｶｲﾄﾞｳ,ﾄﾖﾄﾐﾁｮｳ,ホッカイドウ,トヨトミチョウ,false,0
015172,01517,北海道,礼文町,ﾎｯｶｲﾄﾞｳ,ﾚﾌﾞﾝﾁｮｳ,ホッカイドウ,レブンチョウ,false,0
015181,01518,北海道,利尻町,ﾎｯｶｲﾄﾞｳ,ﾘｼﾘﾁｮｳ,ホッカイドウ,リシリチョウ,false,0
015199,01519,北海道,利尻富士町,ﾎｯｶｲﾄﾞｳ,ﾘｼﾘﾌｼﾞﾁｮｳ,ホッカイドウ,リシリフジチョウ,false,0
015202,01520,北海道,幌延町,ﾎｯｶｲﾄﾞｳ,ﾎﾛﾉﾍﾞﾁｮｳ,ホッカイドウ,ホロノベチョウ,false,0
015431,01543,北海道,美幌町,ﾎｯｶｲﾄﾞｳ,ﾋﾞﾎﾛﾁｮｳ,ホッカイドウ,ビホロチョウ,false,0
015440,01544,北海道,津別町,ﾎｯｶｲﾄﾞｳ,ﾂﾍﾞﾂﾁｮｳ,ホッカイドウ,ツベツチョウ,false,0
015458,01545,北海道,斜里町,ﾎｯｶｲﾄﾞｳ,ｼｬﾘﾁｮｳ,ホッカイドウ,シャリチョウ,false,0
015466,01546,北海道,清里町,ﾎｯｶｲﾄﾞｳ,ｷﾖｻﾄﾁｮｳ,ホッカイドウ,キヨサトチョウ,false,0
015474,01547,北海道,小清水町,ﾎｯｶｲﾄﾞｳ,ｺｼﾐｽﾞﾁｮｳ,ホッカイドウ,コシミズチョウ,false,0
015491,01549,北海道,訓子府町,ﾎｯｶｲﾄﾞｳ,ｸﾝﾈｯﾌﾟﾁｮｳ,ホッカイドウ,クンネップチョウ,false,0
015504,01550,北海道,置戸町,ﾎｯｶｲﾄﾞｳ,ｵｹﾄﾁｮｳ,ホッカイドウ,オケトチョウ,false,0
015521,01552,北海道,佐呂間町,ﾎｯｶｲﾄﾞｳ,ｻﾛﾏﾁｮｳ,ホッカイドウ,サロマチョウ,false,0
015555,01555,北海道,遠軽町,ﾎｯｶｲﾄﾞｳ,ｴﾝｶﾞﾙﾁｮｳ,ホッカイドウ,エンガルチョウ,false,0
015598,01559,北海道,湧別町,ﾎｯｶｲﾄﾞｳ,ﾕｳﾍﾞﾂﾁｮｳ,ホッカイドウ,ユウベツチョウ,false,0
015601,01560,北海道,滝上町,ﾎｯｶｲﾄﾞｳ,ﾀｷﾉｳｴﾁｮｳ,ホッカイドウ,タキノウエチョウ,false,0
015610,01561,北海道,興部町,ﾎｯｶｲﾄﾞｳ,ｵｺｯﾍﾟﾁｮｳ,ホッカイドウ,オコッペチョウ,false,0
015628,01562,北海道,西興部村,ﾎｯｶｲﾄﾞｳ,ﾆｼｵｺｯﾍﾟﾑﾗ,ホッカイドウ,ニシオコッペムラ,false,0
015636,01563,北海道,雄武町,ﾎｯｶｲﾄﾞｳ,ｵｳﾑﾁｮｳ,ホッカイドウ,オウムチョウ,false,0
015644,01564,北海道,大空町,ﾎｯｶｲﾄﾞｳ,ｵｵｿﾞﾗﾁｮｳ,ホッカイドウ,オオゾラチョウ,false,0
015717,01571,北海道,豊浦町,ﾎｯｶｲﾄﾞｳ,ﾄﾖｳﾗﾁｮｳ,ホッカイドウ,トヨウラチョウ,false,0
015750,01575,北海道,壮瞥町,ﾎｯｶｲﾄﾞｳ,ｿｳﾍﾞﾂﾁｮｳ,ホッカイドウ,ソウベツチョウ,false,0
015784,01578,北海道,白老町,ﾎｯｶｲﾄﾞｳ,ｼﾗｵｲﾁｮｳ,ホッカイドウ,シラオイチョウ,false,0
015814,01581,北海道,厚真町,ﾎｯｶｲﾄﾞｳ,ｱﾂﾏﾁｮｳ,ホッカイドウ,アツマチョウ,false,0
015849,01584,北海道,洞爺湖町,ﾎｯｶｲﾄﾞｳ,ﾄｳﾔｺﾁｮｳ,ホッカイドウ,トウヤコチョウ,false,0
015857,01585,北海道,安平町,ﾎｯｶｲﾄﾞｳ,ｱﾋﾞﾗﾁｮｳ,ホッカイドウ,アビラチョウ,false,0
015865,01586,北海道,むかわ町,ﾎｯｶｲﾄﾞｳ,ﾑｶﾜﾁｮｳ,ホッカイドウ,ムカワチョウ,false,0
016012,01601,北海道,日高町,ﾎｯｶｲﾄﾞｳ,ﾋﾀﾞｶﾁｮｳ,ホッカイドウ,ヒダカチョウ,false,0
016021,01602,北海道,平取町,ﾎｯｶｲﾄﾞｳ,ﾋﾞﾗﾄﾘﾁｮｳ,ホッカイドウ,ビラトリチョウ,false,0
016047,01604,北海道,新冠町,ﾎｯｶｲﾄﾞｳ,ﾆｲｶｯﾌﾟﾁｮｳ,ホッカイドウ,ニイカップチョウ,false,0
016071,01607,北海道,浦河町,ﾎｯｶｲﾄﾞｳ,ｳﾗｶﾜﾁｮｳ,ホッカイドウ,ウラカワチョウ,false,0
016080,01608,北海道,様似町,ﾎｯｶｲﾄﾞｳ,ｻﾏﾆﾁｮｳ,ホッカイドウ,サマニチョウ,false,0
016098,01609,北海道,えりも町,ﾎｯｶｲﾄﾞｳ,ｴﾘﾓﾁｮｳ,ホッカイドウ,エリモチョウ,false,0
016101,01610,北海道,新ひだか町,ﾎｯｶｲﾄﾞｳ,ｼﾝﾋﾀﾞｶﾁｮｳ,ホッカイドウ,シンヒダカチョウ,false,0
016314,01631,北海道,音更町,ﾎｯｶｲﾄﾞｳ,ｵﾄﾌｹﾁｮｳ,ホッカイドウ,オトフケチョウ,false,0
016322,01632,北海道,士幌町,ﾎｯｶｲﾄﾞｳ,ｼﾎﾛﾁｮｳ,ホッカイドウ,シホロチョウ,false,0
016331,01633,北海道,上士幌町,ﾎｯｶｲﾄﾞｳ,ｶﾐｼﾎﾛﾁｮｳ,ホッカイドウ,カミシホロチョウ,false,0
016349,01634,北海道,鹿追町,ﾎｯｶｲﾄﾞｳ,ｼｶｵｲﾁｮｳ,ホッカイドウ,シカオイチョウ,false,0
016357,01635,北海道,新得町,ﾎｯｶｲﾄﾞｳ,ｼﾝﾄｸﾁｮｳ,ホッカイドウ,シントクチョウ,false,0
016365,01636,北海道,清水町,ﾎｯｶｲﾄﾞｳ,ｼﾐｽﾞﾁｮｳ,ホッカイドウ,シミズチョウ,false,0
016373,01637,北海道,芽室町,ﾎｯｶｲﾄﾞｳ,ﾒﾑﾛﾁｮｳ,ホッカイドウ,メムロチョウ,false,0
016381,01638,北海道,中札内村,ﾎｯｶｲﾄﾞｳ,ﾅｶｻﾂﾅｲﾑﾗ,ホッカイドウ,ナカサツナイムラ,false,0
016390,01639,北海道,更別村,ﾎｯｶｲﾄﾞｳ,ｻﾗﾍﾞﾂﾑﾗ,ホッカイドウ,サラベツムラ,false,0
016411,01641,北海道,大樹町,ﾎｯｶｲﾄﾞｳ,ﾀｲｷﾁｮｳ,ホッカイドウ,タイキチョウ,false,0
016420,01642,北海道,広尾町,ﾎｯｶｲﾄﾞｳ,ﾋﾛｵﾁｮｳ,ホッカイドウ,ヒロオチョウ,false,0
016438,01643,北海道,幕別町,ﾎｯｶｲﾄﾞｳ,ﾏｸﾍﾞﾂﾁｮｳ,ホッカイドウ,マクベツチョウ,false,0
016446,01644,北海道,池田町,ﾎｯｶｲﾄﾞｳ,ｲｹﾀﾞﾁｮｳ,ホッカイドウ,イケダチョウ,false,0
016454,01645,北海道,豊頃町,ﾎｯｶｲﾄﾞｳ,ﾄﾖｺﾛﾁｮｳ,ホッカイドウ,トヨコロチョウ,false,0
016462,01646,北海道,本別町,ﾎｯｶｲﾄﾞｳ,ﾎﾝﾍﾞﾂﾁｮｳ,ホッカイドウ,ホンベツチョウ,false,0
016471,01647,北海道,足寄町,ﾎｯｶｲﾄﾞｳ,ｱｼｮﾛﾁｮｳ,ホッカイドウ,アショロチョウ,false,0
016489,01648,北海道,陸別町,ﾎｯｶｲﾄﾞｳ,ﾘｸﾍﾞﾂﾁｮｳ,ホッカイドウ,リクベツチョウ,false,0
016497,01649,北海道,浦幌町,ﾎｯｶｲﾄﾞｳ,ｳﾗﾎﾛﾁｮｳ,ホッカイドウ,ウラホロチョウ,false,0
016616,01661,北海道,釧路町,ﾎｯｶｲﾄﾞｳ,ｸｼﾛﾁｮｳ,ホッカイドウ,クシロチョウ,false,0
016624,01662,北海道,厚岸町,ﾎｯｶｲﾄﾞｳ,ｱｯｹｼﾁｮｳ,ホッカイドウ,アッケシチョウ,false,0
016632,01663,北海道,浜中町,ﾎｯｶｲﾄﾞｳ,ﾊﾏﾅｶﾁｮｳ,ホッカイドウ,ハマナカチョウ,false,0
016641,01664,北海道,標茶町,ﾎｯｶｲﾄﾞｳ,ｼﾍﾞﾁｬﾁｮｳ,ホッカイドウ,シベチャチョウ,false,0
016659,01665,北海道,弟子屈町,ﾎｯｶｲﾄﾞｳ,ﾃｼｶｶﾞﾁｮｳ,ホッカイドウ,テシカガチョウ,false,0
016675,01667,北海道,鶴居村,ﾎｯｶｲﾄﾞｳ,ﾂﾙｲﾑﾗ,ホッカイドウ,ツルイムラ,false,0
016683,01668,北海道,白糠町,ﾎｯｶｲﾄﾞｳ,ｼﾗﾇｶﾁｮｳ,ホッカイドウ,シラヌカチョウ,false,0
016918,01691,北海道,別海町,ﾎｯｶｲﾄﾞｳ,ﾍﾞﾂｶｲﾁｮｳ,ホッカイドウ,ベツカイチョウ,false,0
016926,01692,北海道,中標津町,ﾎｯｶｲﾄﾞｳ,ﾅｶｼﾍﾞﾂﾁｮｳ,ホッカイドウ,ナカシベツチョウ,false,0
016934,01693,北海道,標津町,ﾎｯｶｲﾄﾞｳ,ｼﾍﾞﾂﾁｮｳ,ホッカイドウ,シベツチョウ,false,0
016942,01694,北海道,羅臼町,ﾎｯｶｲﾄﾞｳ,ﾗｳｽﾁｮｳ,ホッカイドウ,ラウスチョウ,false,0
